Succursale,Succursale_ID,Produit_Catégorie,Marque - Nom,Souche
Québec - Val-Bélair,62,Fleurs Séchées,MTL Cannabis - Strawberry N' Mintz,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Maitri - Purple Mint Cake,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Nueva+ - Rêve Lucide,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Nugz - Early Lemon Berry,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Nugz - Nugz Hybride,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Nugz - Nugz Sativa,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,OMY - Kush Cookies,Indica
Québec - Val-Bélair,62,Fleurs Séchées,OMY - Mélange Indica,Indica
Québec - Val-Bélair,62,Fleurs Séchées,OMY - Royal Mauiberry,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,OMY - Ça Sent l'Gaz,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Orchid - CBD Runtz,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Original Stash - OS.130,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Ostara - Long Valley Legend,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Palmetto - Pineapple Upside Down CKE,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Pecko - Le P'tit Phéno CBD,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Pecko - Le P'tit Phéno Indica,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Pecko - Mosa Evo Biologique,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Pistol and Paris - Pink Panties,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Promenade - Afghan Kush,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Promenade - Berry Cream Puff,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Promenade - Cannatonic,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Promenade - Harlequin 1:1,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Promenade - Pennywise 1:1,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Promenade - Pine Tar Kush,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Promenade - Sac Banane,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Promenade - Sour Tangie,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Promenade - Strawberry Cough,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Promenade - Sugar Cookies,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Promenade - Tropicali 1:1,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Pure Laine - Island Pink Kush,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Pure Laine - Mango Widow,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Pure Laine - Pineapple OG,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Pure Laine Cannabis - Alien Gelato,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Pure Laine Cannabis - Gros Plaisirs,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Pure Laine Cannabis - Wedding Crasher,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Pure Trichomes x Velada - Painted Lady,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,QcGoldtech - Pure Kush,Indica
Québec - Val-Bélair,62,Fleurs Séchées,R'Belle - Avignon,Indica
Québec - Val-Bélair,62,Fleurs Séchées,R'Belle - Bastille,Indica
Québec - Val-Bélair,62,Fleurs Séchées,R'Belle - Marseille,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Redecan - Animal RNTZ,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Redecan - Purple Churro,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Saint-Laurent Cannabis - Holy Kush,Indica
Québec - Val-Bélair,62,Fleurs Séchées,San Rafael '71 - Black Jelly,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,San Rafael '71 - Pink Kush,Indica
Québec - Val-Bélair,62,Fleurs Séchées,San Rafael '71 - Strawberry Sensi,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,San Rafael '71 - Tangerine Dream,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Seaweed - Red Velvet Ice Cream,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Simply Bare - BC Bubba Pink Biologique,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Simply Bare - BC Frosted Fruit Cake Bio,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Simply Bare - BC Fruit Loopz Biologique,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Solei - Libérer,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Sonique - Cotton Candy,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Space Cannabis - Slurricane Mint,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Spinach - Spinach GMO Cookies,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Spinach - Spinach Lemon Skunk,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Sumo - Mac Deluxe,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Sumo - Papaya Bomb,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Sweetgrass Cannabis - Mint Chocolate Chip Biologique,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,T'es Dans L'Champ - Aweille Réveille,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,T'es Dans L'Champ - Dans le Divan,Indica
Québec - Val-Bélair,62,Fleurs Séchées,T'es Dans L'Champ - Grasse Matinée,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,T'es Dans L'Champ - Ça Varie CBD,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Tam Tams - Blood Orange,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Tam Tams - Symphonie,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,TerreBud - Iced Kush,Indica
Québec - Val-Bélair,62,Fleurs Séchées,TerreBud - Super Top Gun,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Terroir - Hybride 101,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Terroir - Painted Lady,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Terroir - Star d'un Soir,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,The Loud Plug - Exotic Gas,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Trailblazer - Apples & Cream,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Tribal - Bubble Up,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Tribal - Cuban Linx,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Tribal - Gelato Mint,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Tribal - Neon Sunshine,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Twd. - Twd. Balanced,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Tweed - Cherry Açai Mints,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Tweed - Duplex,Mélange
Québec - Val-Bélair,62,Fleurs Séchées,Tweed - Lemon Meringue Pie,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Uncommon Cannabis Co. - Rose Gold Pavé,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Vert - CBD OG Kush,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Vert - L'Entre Deux,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Vert - Scout 91K,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Vertical 7 - Fruity Pebbles OG,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Vertical 7 - SuperBoof,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Wio - Sour Tsunami CBD Biologique,Hybride
Québec - Val-Bélair,62,Fleurs Séchées,Wio - Super Lemon Haze Biologique,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Wio - Top Cola AAAA,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,Wô Là - Black Cherry Punch,Indica
Québec - Val-Bélair,62,Fleurs Séchées,Wô Là - Ultra Jean-G,Sativa
Québec - Val-Bélair,62,Fleurs Séchées,XoPro - Time Wreck,Sativa
Québec - Val-Bélair,62,Haschich,1964 - Haschich Libanais,Dérivés
Québec - Val-Bélair,62,Haschich,5 Points Cannabis - Hasch de Zsweet,Dérivés
Québec - Val-Bélair,62,Haschich,Be Humble. - Hasch de Raisins,Dérivés
Québec - Val-Bélair,62,Haschich,Blanh - Style 1980,Dérivés
Québec - Val-Bélair,62,Haschich,Blanh - Style Afghan,Dérivés
Québec - Val-Bélair,62,Haschich,Bleuh - H29 Old School,Dérivés
Québec - Val-Bélair,62,Haschich,Bleuh Light - H4 Old School,Dérivés
Québec - Val-Bélair,62,Haschich,Fleurs de Lise - Tire-Toi une Bûche,Dérivés
Québec - Val-Bélair,62,Haschich,Lot 420 - Le Bloc 33,Dérivés
Québec - Val-Bélair,62,Haschich,MTL Cannabis - Sage N' Sour Haschich,Dérivés
Québec - Val-Bélair,62,Haschich,MTL Cannabis - Wes' Coast Kush,Dérivés
Québec - Val-Bélair,62,Haschich,Nordique Royale - Afghan Gold,Dérivés
Québec - Val-Bélair,62,Haschich,Nugz - Drip N' Jiggle Old School,Dérivés
Québec - Val-Bélair,62,Haschich,Nugz - Galactic Brger Old School Hash,Dérivés
Québec - Val-Bélair,62,Haschich,Nugz - Ice Water Hash,Dérivés
Québec - Val-Bélair,62,Haschich,Nugz - Old School Hash,Dérivés
Québec - Val-Bélair,62,Haschich,OMY - Crumbled Lime Style Pressé,Dérivés
Québec - Val-Bélair,62,Haschich,Ouh La La - Pépites,Dérivés
Québec - Val-Bélair,62,Haschich,R'Belle - Louvre,Dérivés
Québec - Val-Bélair,62,Haschich,ShredX Rip Strip Hash - Citrique Électrique,Dérivés
Québec - Val-Bélair,62,Haschich,Tam Tams - Tropical Milk,Dérivés
Québec - Val-Bélair,62,Haschich,Terroir - Hash Painted Lady,Dérivés
Québec - Val-Bélair,62,Haschich,Terroir - Royal Gorilla,Dérivés
Québec - Val-Bélair,62,Haschich,Terroir - Sour Bread,Dérivés
Québec - Val-Bélair,62,Haschich,Tremblant Cannabis - Haschich,Dérivés
Québec - Val-Bélair,62,Haschich,Vert - Hachisch Afghan Équilibré,Dérivés
Québec - Val-Bélair,62,Haschich,Wô Là par Tremblant Hasch - Haschich Pressé,Dérivés
Québec - Val-Bélair,62,Haschich,XK - Haschtag Classique,Dérivés
Québec - Val-Bélair,62,Haschich,XK - Haschtag Hash de Noé,Dérivés
Québec - Val-Bélair,62,Moulu,Bleuh Light - CBD à la Lime,Hybride
Québec - Val-Bélair,62,Moulu,Grindh - H27 Indica,Indica
Québec - Val-Bélair,62,Moulu,Grindh - H27 Sativa,Sativa
Québec - Val-Bélair,62,Moulu,Irony - Mouture 2.0,Hybride
Québec - Val-Bélair,62,Moulu,La Batch - Citron XXX,Mélange
Québec - Val-Bélair,62,Moulu,Nugz - Drip N' Jiggle Grind,Hybride
Québec - Val-Bélair,62,Moulu,Pure Laine Cannabis - La Moulinette,Mélange
Québec - Val-Bélair,62,Moulu,Shred - Citrique électrique,Sativa
Québec - Val-Bélair,62,Moulu,XK - MiXK,Mélange
Québec - Val-Bélair,62,Pré-Roulés,1964 - Bleu Nuit,Sativa
Québec - Val-Bélair,62,Pré-Roulés,5 Points Cannabis - Le Coffret 5 Points,Mélange
Québec - Val-Bélair,62,Pré-Roulés,5 Points Cannabis - Purple Haze,Sativa
Québec - Val-Bélair,62,Pré-Roulés,514 - Sativa X30,Sativa
Québec - Val-Bélair,62,Pré-Roulés,7ACRES - Jack Haze,Sativa
Québec - Val-Bélair,62,Pré-Roulés,BLKMKT - LA WoMac,Indica
Québec - Val-Bélair,62,Pré-Roulés,Back Forty - Wedding Pie,Indica
Québec - Val-Bélair,62,Pré-Roulés,Blakh - H30 Haze,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Blanh - Blanh Sativa,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Bleuh - Drette Indica,Indica
Québec - Val-Bélair,62,Pré-Roulés,Bleuh Light - Colorado Cherry,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Bud Lafleur - Banana Daddy,Indica
Québec - Val-Bélair,62,Pré-Roulés,Bud Lafleur - Moby Dick,Hybride
Québec - Val-Bélair,62,Pré-Roulés,Canaca - Explosion de Fruits,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Carmel Cannabis - Kush Life,Indica
Québec - Val-Bélair,62,Pré-Roulés,Clem et Co - Apricot Cream and Cheese 1:1,Hybride
Québec - Val-Bélair,62,Pré-Roulés,Color Cannabis - Blueberry Seagal,Indica
Québec - Val-Bélair,62,Pré-Roulés,Color Cannabis - Mango Haze,Hybride
Québec - Val-Bélair,62,Pré-Roulés,DLYS - Artisans,Hybride
Québec - Val-Bélair,62,Pré-Roulés,Daily Special - Sativa Js,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Fleurons - Méchant Pétard,Indica
Québec - Val-Bélair,62,Pré-Roulés,Fleurs de Lise - La Cerise sur le Funday,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Fleurs de Lise - Le Passe Partout,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Good Supply - Jean Guy,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Green Joy - Lemon Pepper Punch,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Green Joy - Mango Cheese,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Grindh - H27 Sativa,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Groupe SûrNaturel - Velvet Punch Haze,Hybride
Québec - Val-Bélair,62,Pré-Roulés,Irony - Blueberry Muffin,Indica
Québec - Val-Bélair,62,Pré-Roulés,Irony - Candyland,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Irony - Petit-Pétard,Mélange
Québec - Val-Bélair,62,Pré-Roulés,Irony - Trio Beau-Pétard,Mélange
Québec - Val-Bélair,62,Pré-Roulés,La Plogue - Sour Grape,Hybride
Québec - Val-Bélair,62,Pré-Roulés,LaHoja - Grape Octane,Indica
Québec - Val-Bélair,62,Pré-Roulés,Lunaire - Les Gros CBDs,Hybride
Québec - Val-Bélair,62,Pré-Roulés,MTL Cannabis - Strawberry N' Mintz,Sativa
Québec - Val-Bélair,62,Pré-Roulés,MTL Cannabis - Wes' Coast Kush,Indica
Québec - Val-Bélair,62,Pré-Roulés,Nueva+ - Banane Plantée,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Nueva+ - Complice,Hybride
Québec - Val-Bélair,62,Pré-Roulés,Nueva+ - Le Fameux,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Nueva+ - Rêve Lucide,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Nugz - Early Lemon Berry,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Nugz - Nugz Wrap Indica,Indica
Québec - Val-Bélair,62,Pré-Roulés,Nugz - Nugz Wrap Sativa,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Ono Cannabis - Ono Astrono,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Ono Cannabis - Ono Kongz,Indica
Québec - Val-Bélair,62,Pré-Roulés,Ono Cannabis - Ono Planet of the grapes,Indica
Québec - Val-Bélair,62,Pré-Roulés,Orchid - CBD Runtz,Hybride
Québec - Val-Bélair,62,Pré-Roulés,Pecko - Death Bubba Biologique,Indica
Québec - Val-Bélair,62,Pré-Roulés,Promenade - Blue Dream,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Promenade - Pink God,Indica
Québec - Val-Bélair,62,Pré-Roulés,Pure Laine - Pineapple OG,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Pure Laine Cannabis - Special Haze,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Pure Laine Cannabis - Suzettes,Mélange
Québec - Val-Bélair,62,Pré-Roulés,R'Belle - Bastille,Indica
Québec - Val-Bélair,62,Pré-Roulés,Redecan - Animal Rntz Redees Hemp'd,Indica
Québec - Val-Bélair,62,Pré-Roulés,Redecan - Cold Creek Kush Redees Hemp'd,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Redecan - Purple Churro Classique,Sativa
Québec - Val-Bélair,62,Pré-Roulés,San Rafael '71 - Chemango Kush,Indica
Québec - Val-Bélair,62,Pré-Roulés,San Rafael '71 - Pink Kush,Indica
Québec - Val-Bélair,62,Pré-Roulés,San Rafael '71 - Strawberry Sensi,Sativa
Québec - Val-Bélair,62,Pré-Roulés,San Rafael '71 - Tangerine Dream,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Sheeesh - Slush P,Hybride
Québec - Val-Bélair,62,Pré-Roulés,Sheeesh - Trop Juice,Hybride
Québec - Val-Bélair,62,Pré-Roulés,Shred - Bête de Diesel,Indica
Québec - Val-Bélair,62,Pré-Roulés,Shred - Citrique Électrique,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Shred Tubes - Toute Garnie,Hybride
Québec - Val-Bélair,62,Pré-Roulés,Sonique - Blue Monster,Indica
Québec - Val-Bélair,62,Pré-Roulés,Spinach - Spinach Vanilla Kush,Indica
Québec - Val-Bélair,62,Pré-Roulés,T'es Dans L'Champ - Grasse Matinée,Hybride
Québec - Val-Bélair,62,Pré-Roulés,Terroir - C99,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Tribal - Bubble Up,Indica
Québec - Val-Bélair,62,Pré-Roulés,Tribal - Cuban Linx,Hybride
Québec - Val-Bélair,62,Pré-Roulés,Tribal - Gelato Mint,Indica
Québec - Val-Bélair,62,Pré-Roulés,Tribal - Neon Sunshine,Hybride
Québec - Val-Bélair,62,Pré-Roulés,Vert - CBD OG Kush,Indica
Québec - Val-Bélair,62,Pré-Roulés,Vertical 7 - Purple Gushrs LSO,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Weed Me - Goliat,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Wio - Frozen Lemon Biologique,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Wio - Super Lemon Haze Biologique,Sativa
Québec - Val-Bélair,62,Pré-Roulés,Wô Là - Black Cherry Punch,Indica
Québec - Val-Bélair,62,Pré-Roulés,Wô Là - Ultra Sour,Sativa
Rawdon,2210,Fleurs Séchées,1964 - Bleu Nuit,Sativa
Rawdon,2210,Fleurs Séchées,1964 - Comatose,Indica
Rawdon,2210,Fleurs Séchées,1964 - OG Kush,Indica
Rawdon,2210,Fleurs Séchées,5 Points Cannabis - Blueberry Yum Yum,Sativa
Rawdon,2210,Fleurs Séchées,5 Points Cannabis - Zsweet,Sativa
Rawdon,2210,Fleurs Séchées,BLKMKT - LA WoMac,Indica
Rawdon,2210,Fleurs Séchées,Back Forty - Fire Breath,Indica
Rawdon,2210,Fleurs Séchées,Be Humble. - Découverte,Hybride
Rawdon,2210,Fleurs Séchées,Big Bag O'Buds - Amnesia OG,Sativa
Rawdon,2210,Fleurs Séchées,Blakh - H30 Haze,Sativa
Rawdon,2210,Fleurs Séchées,Blakh - H30 Kush,Indica
Rawdon,2210,Fleurs Séchées,Blanh - Blanh Hybride,Hybride
Rawdon,2210,Fleurs Séchées,Blanh - Blanh Sativa,Sativa
Rawdon,2210,Fleurs Séchées,Bleuh - H26 Indica,Indica
Rawdon,2210,Fleurs Séchées,Bleuh - H26 Sativa,Sativa
Rawdon,2210,Fleurs Séchées,Bleuh - Indic'once,Indica
Rawdon,2210,Fleurs Séchées,Bold - Root Beer Float,Indica
Rawdon,2210,Fleurs Séchées,Bud Lafleur - Banana Baby,Indica
Rawdon,2210,Fleurs Séchées,Bud Lafleur - Banana Daddy,Indica
Rawdon,2210,Fleurs Séchées,Bud Lafleur - Hollywood,Sativa
Rawdon,2210,Fleurs Séchées,Bud Lafleur - Lava Cake,Indica
Rawdon,2210,Fleurs Séchées,Bud Lafleur - Strawberry Bubbles,Sativa
Rawdon,2210,Fleurs Séchées,Cannabiomedic - Juste CBD,Hybride
Rawdon,2210,Fleurs Séchées,Cannabiomedic - Le Moitié Moitié,Hybride
Rawdon,2210,Fleurs Séchées,Cannafrogs - ZeddyZ,Indica
Rawdon,2210,Fleurs Séchées,Carmel Cannabis - Animal Face,Sativa
Rawdon,2210,Fleurs Séchées,Carmel Cannabis - Kush Life,Indica
Rawdon,2210,Fleurs Séchées,Carmel Cannabis - Zebra Stripes,Indica
Rawdon,2210,Fleurs Séchées,Celebrity - Goofiez,Hybride
Rawdon,2210,Fleurs Séchées,Cheers Cannabis - Chem Cookies #44,Indica
Rawdon,2210,Fleurs Séchées,Cheers Cannabis - Pomelo Soda,Hybride
Rawdon,2210,Fleurs Séchées,Cheers à Lise - Duo Sorbet Cerise et Lime,Mélange
Rawdon,2210,Fleurs Séchées,Clair de Lune - Dark Shadow Haze,Sativa
Rawdon,2210,Fleurs Séchées,Clair de Lune - GG,Hybride
Rawdon,2210,Fleurs Séchées,Clem et Co - Apricot Cream and Cheese 1:1,Hybride
Rawdon,2210,Fleurs Séchées,Clem et Co - Mango Fuel,Sativa
Rawdon,2210,Fleurs Séchées,Cookies - Céréale à la Mode,Hybride
Rawdon,2210,Fleurs Séchées,Cultures Chloris - LCP,Hybride
Rawdon,2210,Fleurs Séchées,Cultures Chloris - RRW,Hybride
Rawdon,2210,Fleurs Séchées,Cultures Chloris - Zombie Bride,Hybride
Rawdon,2210,Fleurs Séchées,DLYS - Artisans,Hybride
Rawdon,2210,Fleurs Séchées,Endo - Purple Mountain Majesty,Hybride
Rawdon,2210,Fleurs Séchées,Figr - Jungle Fumes,Sativa
Rawdon,2210,Fleurs Séchées,Fleurons - Herbes de Province,Indica
Rawdon,2210,Fleurs Séchées,Fleurons - Menu Cantine,Indica
Rawdon,2210,Fleurs Séchées,Fleurons - Menu Dessert,Sativa
Rawdon,2210,Fleurs Séchées,Fleurs de Lise - Ben Trop,Hybride
Rawdon,2210,Fleurs Séchées,Fleurs de Lise - L' Joe Louis,Hybride
Rawdon,2210,Fleurs Séchées,Fleurs de Lise - L'Bon Voisin,Sativa
Rawdon,2210,Fleurs Séchées,Fleurs de Lise - La Cerise sur le Funday,Sativa
Rawdon,2210,Fleurs Séchées,Fleurs de Lise - Le Boss des Bécosses,Hybride
Rawdon,2210,Fleurs Séchées,Fleurs de Lise - Le Passe Partout,Sativa
Rawdon,2210,Fleurs Séchées,Goldh - Kik Cola,Hybride
Rawdon,2210,Fleurs Séchées,Good Supply - Grand Daddy Purps,Indica
Rawdon,2210,Fleurs Séchées,Good Supply - Jean Guy,Sativa
Rawdon,2210,Fleurs Séchées,Good Supply - Pineapple Express,Hybride
Rawdon,2210,Fleurs Séchées,Good Supply - Sweet Berry Kush,Indica
Rawdon,2210,Fleurs Séchées,Good Supply - Very Berry,Hybride
Rawdon,2210,Fleurs Séchées,Green Joy - Grape Yogurt,Hybride
Rawdon,2210,Fleurs Séchées,Green Joy - Lemon Pepper Punch,Sativa
Rawdon,2210,Fleurs Séchées,Green Joy - Mango Cheese,Sativa
Rawdon,2210,Fleurs Séchées,Hatrick - Meat Breath,Indica
Rawdon,2210,Fleurs Séchées,Hexo - Lagune,Indica
Rawdon,2210,Fleurs Séchées,Hexo - Lemon Haze,Sativa
Rawdon,2210,Fleurs Séchées,Highly Dutch Organic - Amsterdam Sativa,Sativa
Rawdon,2210,Fleurs Séchées,Homage - Citrus Tsunami,Sativa
Rawdon,2210,Fleurs Séchées,Homage - Strawberry Lemonade,Sativa
Rawdon,2210,Fleurs Séchées,Kokotte - Garlic Funk,Indica
Rawdon,2210,Fleurs Séchées,Kokotte - Mango K,Sativa
Rawdon,2210,Fleurs Séchées,La Voûte - Blueberry Kush,Indica
Rawdon,2210,Fleurs Séchées,Le Malin Vert - Alien Kush AAA,Indica
Rawdon,2210,Fleurs Séchées,Lot 420 - Orange Cake,Hybride
Rawdon,2210,Fleurs Séchées,MTL Cannabis - Jungl' Cake,Sativa
Rawdon,2210,Fleurs Séchées,MTL Cannabis - Strawberry N' Mintz,Sativa
Rawdon,2210,Fleurs Séchées,Maitri - Purple Mint Cake,Indica
Rawdon,2210,Fleurs Séchées,Nueva+ - Rêve Lucide,Sativa
Rawdon,2210,Fleurs Séchées,Nugz - Early Lemon Berry,Sativa
Rawdon,2210,Fleurs Séchées,Nugz - Meat Pie,Indica
Rawdon,2210,Fleurs Séchées,Nugz - Nugz Hybride,Hybride
Rawdon,2210,Fleurs Séchées,Nugz - Nugz Sativa,Sativa
Rawdon,2210,Fleurs Séchées,OMY - Kush Cookies,Indica
Rawdon,2210,Fleurs Séchées,OMY - Mélange Indica,Indica
Rawdon,2210,Fleurs Séchées,OMY - Royal Mauiberry,Hybride
Rawdon,2210,Fleurs Séchées,OMY - Ça Sent l'Gaz,Indica
Rawdon,2210,Fleurs Séchées,Orchid - CBD Runtz,Hybride
Rawdon,2210,Fleurs Séchées,Original Stash - OS.130,Sativa
Rawdon,2210,Fleurs Séchées,Ostara - Long Valley Legend,Hybride
Rawdon,2210,Fleurs Séchées,Palmetto - Pineapple Upside Down CKE,Hybride
Rawdon,2210,Fleurs Séchées,Pecko - Le P'tit Phéno CBD,Sativa
Rawdon,2210,Fleurs Séchées,Pecko - Le P'tit Phéno Indica,Indica
Rawdon,2210,Fleurs Séchées,Pecko - Mosa Evo Biologique,Indica
Rawdon,2210,Fleurs Séchées,Pistol and Paris - Pink Panties,Indica
Rawdon,2210,Fleurs Séchées,Promenade - Afghan Kush,Indica
Rawdon,2210,Fleurs Séchées,Promenade - Berry Cream Puff,Sativa
Rawdon,2210,Fleurs Séchées,Promenade - Cannatonic,Hybride
Rawdon,2210,Fleurs Séchées,Promenade - Harlequin 1:1,Hybride
Rawdon,2210,Fleurs Séchées,Promenade - Pennywise 1:1,Hybride
Rawdon,2210,Fleurs Séchées,Promenade - Pine Tar Kush,Indica
Rawdon,2210,Fleurs Séchées,Promenade - Sac Banane,Hybride
Rawdon,2210,Fleurs Séchées,Promenade - Sour Tangie,Sativa
Rawdon,2210,Fleurs Séchées,Promenade - Strawberry Cough,Sativa
Rawdon,2210,Fleurs Séchées,Promenade - Sugar Cookies,Indica
Rawdon,2210,Fleurs Séchées,Promenade - Tropicali 1:1,Sativa
Rawdon,2210,Fleurs Séchées,Pure Laine - Island Pink Kush,Indica
Rawdon,2210,Fleurs Séchées,Pure Laine - Mango Widow,Sativa
Rawdon,2210,Fleurs Séchées,Pure Laine - Pineapple OG,Sativa
Rawdon,2210,Fleurs Séchées,Pure Laine Cannabis - Alien Gelato,Hybride
Rawdon,2210,Fleurs Séchées,Pure Laine Cannabis - Gros Plaisirs,Hybride
Rawdon,2210,Fleurs Séchées,Pure Laine Cannabis - Wedding Crasher,Hybride
Rawdon,2210,Fleurs Séchées,Pure Trichomes x Velada - Painted Lady,Sativa
Rawdon,2210,Fleurs Séchées,QcGoldtech - Pure Kush,Indica
Rawdon,2210,Fleurs Séchées,R'Belle - Avignon,Indica
Rawdon,2210,Fleurs Séchées,R'Belle - Bastille,Indica
Rawdon,2210,Fleurs Séchées,R'Belle - Marseille,Sativa
Rawdon,2210,Fleurs Séchées,R'Belle - Saint-Laurent,Indica
Rawdon,2210,Fleurs Séchées,Redecan - Purple Churro,Sativa
Rawdon,2210,Fleurs Séchées,Saint-Laurent Cannabis - Holy Kush,Indica
Rawdon,2210,Fleurs Séchées,San Raf - Stink Biscuit,Indica
Rawdon,2210,Fleurs Séchées,San Rafael '71 - Black Jelly,Sativa
Rawdon,2210,Fleurs Séchées,San Rafael '71 - Pink Kush,Indica
Rawdon,2210,Fleurs Séchées,San Rafael '71 - Strawberry Sensi,Sativa
Rawdon,2210,Fleurs Séchées,San Rafael '71 - Tangerine Dream,Sativa
